artist,categories,date_added,dated,description,dimensions,height,image,location,medium,price,title,url,width
"Marcel Lajos Breuer,Standard Möbel",insunsh,2017-12-06,c. 1926,"chrome frame with 7 brown fabric strips: 2 at each arm and back, large strip for seat",28 7/8 x 31 3/4 x 28 1/4 in. (73.34 x 80.65 x 71.76 cm),,http://pstrial-2019-12-16.toscrape.com/content/40280.jpg,G378,"Chrome-plated steel, canvas",495.2,"""Wassily"" armchair, model B3",http://pstrial-2019-12-16.toscrape.com/item/40280/_Wassily_armchair_model_B3?back=155,
Utagawa Hiroshige,insunsh,2009-01-30,19th century,,13 1/4 x 2 13/16 in. (33.7 x 7.1 cm) (sheet),7.1,http://pstrial-2019-12-16.toscrape.com/content/40279.jpg,Not on View,Woodblock print (nishiki-e); ink and color on paper,685.28,Woman Viewing Cherry Blossoms,http://pstrial-2019-12-16.toscrape.com/item/40279/Woman_Viewing_Cherry_Blossoms?back=155,33.7
Werner Bischof,insunsh,2010-05-04,c. 1941,profile of a woman's head and shoulders; spotlight on woman's facial features and PR ear; woman has updone hair and wears spiraling earring,"14 9/16 x 9 7/8 in. (36.99 x 25.08 cm) (image)
15 3/4 x 11 13/16 in. (40.01 x 30 cm) (sheet)",25.08,http://pstrial-2019-12-16.toscrape.com/content/40159.jpg,Not on View,gelatin silver print,665.16,"Portrait of a Woman, Zürich, Switzerland",http://pstrial-2019-12-16.toscrape.com/item/40159/Portrait_of_a_Woman_Z_rich_Swi?back=155,36.99
Hashiguchi Goyō,insunsh,2011-10-17,before February 1920,"unsigned; keyblock impression for print (L2001.372.44); woman in kimono with butterflies, applying pigment to her lips with a small brush; woman holds a rectangular mirror in her PL hand; thin, vellum-like sheet adheared to thicker sheet","15 13/16 x 11 1/16 in. (40.16 x 28.1 cm) (object part, thin sheet)",28.1,http://pstrial-2019-12-16.toscrape.com/content/39915.jpg,Not on View,Woodblock print (key block); ink on paper,330.35,"Key block impression for ""Woman Holding a Lip Brush""",http://pstrial-2019-12-16.toscrape.com/item/39915/Key_block_impression_for_Woman?back=155,40.16
Clara Gardner Mairs,insunsh,2011-09-02,20th century,,"9 15/16 x 8 1/2 in. (25.24 x 21.59 cm) (plate)
11 3/4 x 10 3/4 in. (29.85 x 27.31 cm) (sheet)",21.59,http://pstrial-2019-12-16.toscrape.com/content/41150.jpg,Not on View,Soft-ground etching,662.07,War Bride,http://pstrial-2019-12-16.toscrape.com/item/41150/War_Bride?back=155,25.24
Gregory Masurovsky,insunsh,2015-05-17,1970,"Illustration to ""Seven Poems"" by Carl Sandburg; book numbered B.70.18",3 15/16 x 3 3/16 in. (10 x 8.1 cm) (plate),8.1,http://pstrial-2019-12-16.toscrape.com/content/41077.jpg,Not on View,Etching,431.97,Moon Path,http://pstrial-2019-12-16.toscrape.com/item/41077/Moon_Path?back=155,10.0
Torii Kiyonaga,insunsh,2015-06-09,1784,Right panel of a diptych,"14 3/8 × 10 1/8 in. (36.5 × 25.7 cm) (image, sheet, vertical ōban)",,http://pstrial-2019-12-16.toscrape.com/content/41029.jpg,Not on View,Woodblock print (nishiki-e); ink and color on paper,883.86,Nakasu,http://pstrial-2019-12-16.toscrape.com/item/41029/Nakasu?back=155,
Jerry Rudquist,insunsh,2009-03-08,1949-1977,,41 x 29 1/2 in. (104.14 x 74.93 cm) (image),74.93,http://pstrial-2019-12-16.toscrape.com/content/40982.jpg,Not on View,Lithograph,485.54,Smole,http://pstrial-2019-12-16.toscrape.com/item/40982/Smole?back=155,104.14
Stuart Nielsen,insunsh,2015-10-02,2002,"wedge, rounded at top and bottom and delineated into bands of muted colors; greens, yellow, orange, brown, turquoise, purple","6 x 5 1/4 in. (15.24 x 13.34 cm) (plate)
21 1/4 x 14 13/16 in. (53.98 x 37.62 cm) (sheet)",13.34,http://pstrial-2019-12-16.toscrape.com/content/40903.jpg,Not on View,Color screenprint,571.54,"South, from ""Cardinal Suite""",http://pstrial-2019-12-16.toscrape.com/item/40903/South_from_Cardinal_Suite_?back=155,15.24
Robert Rauschenberg,insunsh,2017-10-18,1981,,35 x 23 1/4 in. (88.9 x 59.06 cm) (image),59.06,http://pstrial-2019-12-16.toscrape.com/content/40875.jpg,Not on View,Color lithograph,651.92,Commemorative Artwork (AFL-CIO Centennial),http://pstrial-2019-12-16.toscrape.com/item/40875/Commemorative_Artwork_AFL-CIO_?back=155,88.9
"Keith Haring,William S. Burroughs,George Mulder Fine Arts, New York",insunsh,2012-09-25,1988,,38 x 38 in. (96.52 x 96.52 cm) (sheet),96.52,http://pstrial-2019-12-16.toscrape.com/content/40816.jpg,Not on View,Color screenprint on polyvinylchloride sheet (text),321.23,Oh don't bother...,http://pstrial-2019-12-16.toscrape.com/item/40816/Oh_don_t_bother_?back=155,96.52
"Red Grooms,Akasha Studio, Minneapolis , Minneapolis",insunsh,2013-05-27,1997,,22 1/4 x 15 3/4 in. (56.52 x 40.01 cm) (sheet),40.01,http://pstrial-2019-12-16.toscrape.com/content/40811.jpg,Not on View,Color screenprint,506.65,"State Proof for 'The Empire State Building', one of a set of 40",http://pstrial-2019-12-16.toscrape.com/item/40811/State_Proof_for_The_Empire_Sta?back=155,56.52
"Nakayama Sūgakudō,Tsutaya Kichizō",insunsh,2012-04-28,June 1859,,"13 3/16 × 8 3/4 in. (33.5 × 22.2 cm) (image, vertical ōban)",,http://pstrial-2019-12-16.toscrape.com/content/40754.jpg,Not on View,Woodblock print (nishiki-e); ink and color on paper,676.27,Two Quails in Bush,http://pstrial-2019-12-16.toscrape.com/item/40754/Two_Quails_in_Bush?back=155,
Andy Warhol,insunsh,2015-10-04,1972,From suite of 10 color screenprints,"35 3/4 x 35 3/4 in. (90.81 x 90.81 cm) (image, sheet)
41 3/16 x 41 3/16 x 2 in. (104.62 x 104.62 x 5.08 cm) (outer frame)",90.81,http://pstrial-2019-12-16.toscrape.com/content/40751.jpg,Not on View,Color screenprint,132.88,Mao,http://pstrial-2019-12-16.toscrape.com/item/40751/Mao?back=155,90.81
Jean-Baptiste-Camille Corot,insunsh,2009-03-09,1863,"trees on right foreground; church in distance, center; dark figure left foreground","12 5/8 x 9 1/2 in. (32.07 x 24.13 cm) (plate)
23 3/4 x 19 3/8 x 1/2 in. (60.33 x 49.21 x 1.27 cm) (outer frame)",24.13,http://pstrial-2019-12-16.toscrape.com/content/41856.jpg,Not on View,Etching,756.44,Souvenir d'Italie (A Memory of Italy),http://pstrial-2019-12-16.toscrape.com/item/41856/Souvenir_d_Italie_A_Memory_of_?back=155,32.07
Sebald Beham,insunsh,2009-11-16,1543,,"4 x 5 3/4 in. (10.16 x 14.61 cm) (image, sheet)",14.61,http://pstrial-2019-12-16.toscrape.com/content/41825.jpg,Not on View,Engraving,708.54,"Ground Plan, Base, and Capital of a Corinthian Column",http://pstrial-2019-12-16.toscrape.com/item/41825/Ground_Plan_Base_and_Capital_o?back=155,10.16
Jean-Laurent Legeay,insunsh,2009-05-16,1767 (1767-1768),,"7 1/8 x 5 13/16 in. (18.1 x 14.76 cm) (image)
7 3/4 x 6 7/16 in. (19.69 x 16.35 cm) (plate)
8 3/4 x 7 7/16 in. (22.23 x 18.89 cm) (sheet)",14.76,http://pstrial-2019-12-16.toscrape.com/content/41748.jpg,Not on View,Etching,106.65,Tombeau monumental avec personnage coiffé d'un chapeau,http://pstrial-2019-12-16.toscrape.com/item/41748/Tombeau_monumental_avec_person?back=155,18.1
after Thomas Nast,insunsh,2016-11-10,1863,,"13 1/2 x 20 3/8 in. (34.29 x 51.75 cm) (image)
15 3/8 x 21 3/8 in. (39.05 x 54.29 cm) (sheet)",51.75,http://pstrial-2019-12-16.toscrape.com/content/41708.jpg,Not on View,Wood engraving,679.16,"Christmas, 1863",http://pstrial-2019-12-16.toscrape.com/item/41708/Christmas_1863?back=155,34.29
"Red Grooms,Akasha Studio, Minneapolis , Minneapolis",insunsh,2015-07-05,1997,,"2 7/8 x 13 1/2 x 1/8 in. (7.3 x 34.29 x 0.32 cm) (image, a.)
6 x 13 1/2 x 1/4 in. (15.24 x 34.29 x 0.64 cm) (image, b.)
11 5/8 x 13 1/2 x 1/2 in. (29.53 x 34.29 x 1.27 cm) (image, c.)",,http://pstrial-2019-12-16.toscrape.com/content/41684.jpg,Not on View,Color screenprints on wood,604.33,Printed Set (uncut) for 'The Empire State Building',http://pstrial-2019-12-16.toscrape.com/item/41684/Printed_Set_uncut_for_The_Empi?back=155,
"Lois Mailou Jones,The Limited Editions Club",insunsh,2010-08-26,1996,,"16 x 12 7/8 in. (40.64 x 32.7 cm) (image)
20 5/8 x 16 3/4 in. (52.39 x 42.55 cm) (sheet)",32.7,http://pstrial-2019-12-16.toscrape.com/content/41601.jpg,Not on View,Color screenprint,539.59,Untitled (Dancers and Band),http://pstrial-2019-12-16.toscrape.com/item/41601/Untitled_Dancers_and_Band_?back=155,40.64
André Albert Marie Dunoyer de Segonzac,insunsh,2016-02-23,1944-1947,,"11 1/2 x 9 5/8 in. (29.21 x 24.45 cm) (plate)
18 x 13 1/2 in. (45.72 x 34.29 cm) (sheet)",24.45,http://pstrial-2019-12-16.toscrape.com/content/41560.jpg,Not on View,Etching,464.03,Unpublished Plate for Virgil's 'Les Georgiques',http://pstrial-2019-12-16.toscrape.com/item/41560/Unpublished_Plate_for_Virgil_s?back=155,29.21
François Silvestre,insunsh,2014-12-18,c. 1650,,"6 5/8 x 4 1/4 in. (16.83 x 10.8 cm) (image, sheet)",10.8,http://pstrial-2019-12-16.toscrape.com/content/41319.jpg,Not on View,Engraving,738.84,Crieur de bouteilles Turc,http://pstrial-2019-12-16.toscrape.com/item/41319/Crieur_de_bouteilles_Turc?back=155,16.83
after John James Audubon,insunsh,2015-08-18,1832,Plate 135,"19 3/8 x 12 1/4 in. (49.21 x 31.12 cm) (plate)
38 1/8 x 25 3/4 in. (96.84 x 65.41 cm) (sheet)",31.12,http://pstrial-2019-12-16.toscrape.com/content/41298.jpg,Not on View,Hand-colored engraving and aquatint,311.56,Blackburnian Warbler,http://pstrial-2019-12-16.toscrape.com/item/41298/Blackburnian_Warbler?back=155,49.21
Todd Norsten,insunsh,2009-12-24,1995,,"11 7/8 x 9 in. (30.16 x 22.86 cm) (plate)
18 x 15 1/8 in. (45.72 x 38.42 cm) (sheet)",22.86,http://pstrial-2019-12-16.toscrape.com/content/41240.jpg,Not on View,Color etching and aquatint,296.11,Untitled from the portfolio 'Marga',http://pstrial-2019-12-16.toscrape.com/item/41240/Untitled_from_the_portfolio_Ma?back=155,30.16
Farnese,insunsh,2015-05-30,16th century,"'Hercules', on painted wood base",19 3/4 x 9 x 6 1/2 in. (50.17 x 22.86 x 16.51 cm),,http://pstrial-2019-12-16.toscrape.com/content/43047.jpg,Not on View,Bronze,855.7,Figure of Hercules,http://pstrial-2019-12-16.toscrape.com/item/43047/Figure_of_Hercules?back=155,
,insunsh,2013-07-26,Date Unknown,,"4 x 5 1/2 in. (10.16 x 13.97 cm) (image)
10 15/16 x 14 in. (27.78 x 35.56 cm) (mount)",13.97,http://pstrial-2019-12-16.toscrape.com/content/43030.jpg,Not on View,Albumen print,175.88,"Windsor Castle, Windsor, England",http://pstrial-2019-12-16.toscrape.com/item/43030/Windsor_Castle_Windsor_England?back=155,10.16
John S. Bradstreet,insunsh,2014-03-25,1900-1914,"bookcase door, glass and cypress wood, American XXc cat. card dims H21-1/2' x W54-1/2', no photo, Prindle House, stored on side",21 3/4 x 54 1/2 x 1 in. (55.25 x 138.43 x 2.54 cm),,http://pstrial-2019-12-16.toscrape.com/content/42989.jpg,G320,"Cypress wood, glass, mother-of-pearl, lead",627.86,Bookcase door from Prindle house,http://pstrial-2019-12-16.toscrape.com/item/42989/Bookcase_door_from_Prindle_hou?back=155,
Bill Petrowiak,insunsh,2009-04-15,1977,portfolio published by the photographers,"9 x 4 1/2 in. (22.86 x 11.43 cm) (image)
14 x 10 15/16 in. (35.56 x 27.78 cm) (mount)",11.43,http://pstrial-2019-12-16.toscrape.com/content/42647.jpg,Not on View,Gelatin silver print,291.51,Untitled,http://pstrial-2019-12-16.toscrape.com/item/42647/Untitled?back=155,22.86
,insunsh,2013-12-13,Date Unknown,"patterned cotton lining; two parts--upper:  red and green geometric embroidery, lower:  applied tape in floral pattern in red and yellow; multicolored applied tape on lower edge with long yellow fringe; small embroidered deer on upper section of front on PL","33 x 5 1/2 in. (83.82 x 13.97 cm) (including fringe)
3 1/2 in. (8.89 cm) (fringe)",13.97,http://pstrial-2019-12-16.toscrape.com/content/42413.jpg,Not on View,"Cotton, silk, rayon",855.04,Head Wrap,http://pstrial-2019-12-16.toscrape.com/item/42413/Head_Wrap?back=155,83.82
,insunsh,2015-10-21,Date Unknown,"T-shaped red and gold damask borders on three sides; top section has embroidered inset with seven squares of chain stitch flowers, sequins and metal medallions on orange with blue borders; larger section includes some embroidery with 14 medallions on squares and rectangles; back lined in blue and black",23 1/2 x 34 in. (59.69 x 86.36 cm),86.36,http://pstrial-2019-12-16.toscrape.com/content/42363.jpg,Not on View,"Silk, cotton, metal, sequins; needlework",328.37,Baby Carrier,http://pstrial-2019-12-16.toscrape.com/item/42363/Baby_Carrier?back=155,59.69
Albert Marquet,insunsh,2016-11-25,19th century,,"9 1/2 x 6 1/2 in. (24.13 x 16.51 cm) (plate)
15 x 11 in. (38.1 x 27.94 cm) (sheet)",16.51,http://pstrial-2019-12-16.toscrape.com/content/42078.jpg,Not on View,Lithograph,89.14,St. Germain des Près from 'Rapsodie Parisienne',http://pstrial-2019-12-16.toscrape.com/item/42078/St_Germain_des_Pr_s_from_Rapso?back=155,24.13
Maurice R. Bebb,insunsh,2015-08-03,1967,,"7 1/4 x 9 1/4 in. (18.42 x 23.5 cm) (plate)
9 7/8 x 11 7/8 in. (25.08 x 30.16 cm) (sheet)",23.5,http://pstrial-2019-12-16.toscrape.com/content/42057.jpg,Not on View,Color soft-ground etching and aquatint on satin,474.14,Chickadees,http://pstrial-2019-12-16.toscrape.com/item/42057/Chickadees?back=155,18.42
Tony Berlant,insunsh,2010-10-11,20th century,six images pieced together; flat image of three dimensional piece,23 3/4 x 4 1/2 in. (60.33 x 11.43 cm) (image),11.43,http://pstrial-2019-12-16.toscrape.com/content/42042.jpg,Not on View,Color xerox mounted on tag board,845.04,Mountain Journey in Progress,http://pstrial-2019-12-16.toscrape.com/item/42042/Mountain_Journey_in_Progress?back=155,60.33
Karl E. Bethke,insunsh,2010-12-29,1973,,"7 1/2 x 9 3/4 in. (19.05 x 24.77 cm) (image)
8 3/8 x 11 in. (21.27 x 27.94 cm) (sheet)",24.77,http://pstrial-2019-12-16.toscrape.com/content/42026.jpg,Not on View,Color offset lithograph,878.65,Elephant in Tall Grass,http://pstrial-2019-12-16.toscrape.com/item/42026/Elephant_in_Tall_Grass?back=155,19.05
Gary L. Hallman,insunsh,2017-04-22,1976,,"12 7/16 x 15 5/16 in. (31.59 x 38.89 cm) (image)
19 x 22 13/16 in. (48.26 x 57.94 cm) (sheet)",38.89,http://pstrial-2019-12-16.toscrape.com/content/43439.jpg,Not on View,Gelatin silver print,159.66,"P.V. Electric Steel Elevator, Minneapolis",http://pstrial-2019-12-16.toscrape.com/item/43439/P_V_Electric_Steel_Elevator_Mi?back=155,31.59
,insunsh,2010-09-14,19th-20th century,"tumbler, glass with enameled portrait of Emperor Maximilian, inscription dated 1599",6 1/4 x 4 7/8 in. (15.9 x 12.38 cm),12.38,http://pstrial-2019-12-16.toscrape.com/content/43417.jpg,Not on View,Glass,432.49,Tumbler,http://pstrial-2019-12-16.toscrape.com/item/43417/Tumbler?back=155,15.9
Gendron Jensen,insunsh,2016-05-25,1971,,12 3/8 x 12 3/8 in. (31.4 x 31.4cm),31.4,http://pstrial-2019-12-16.toscrape.com/content/43326.jpg,Not on View,Pen and black ink on brown paper,200.76,Lived,http://pstrial-2019-12-16.toscrape.com/item/43326/Lived?back=155,31.4
,insunsh,2013-04-27,c. 1830-1870,"Blown glass. Dip moulded, 18-ribbed",5 1/2 x 4 1/2 x 4 1/2 in. (13.97 x 11.43 x 11.43 cm),,http://pstrial-2019-12-16.toscrape.com/content/43285.jpg,Not on View,Amber glass,634.31,Tumbler,http://pstrial-2019-12-16.toscrape.com/item/43285/Tumbler?back=155,
Robert A. Wilson,insunsh,2017-03-02,1977,,"12 9/16 x 18 3/8 in. (31.91 x 46.67 cm) (image)
15 15/16 x 19 7/8 in. (40.48 x 50.48 cm) (sheet)",46.67,http://pstrial-2019-12-16.toscrape.com/content/43271.jpg,Not on View,Gelatin silver print,290.73,Untitled,http://pstrial-2019-12-16.toscrape.com/item/43271/Untitled?back=155,31.91
,insunsh,2017-03-11,c. 1870,"twill tapestry weave, embroidered and fringed ends",138 x 53 1/2 in. (350.52 x 135.89 cm),135.89,http://pstrial-2019-12-16.toscrape.com/content/43187.jpg,Not on View,"Wool; twill-tapestry weave, embroidery",659.91,Shawl,http://pstrial-2019-12-16.toscrape.com/item/43187/Shawl?back=155,350.52
Francis Bedford,insunsh,2012-07-08,19th century,,"6 1/8 x 8 1/2 in. (15.56 x 21.59 cm) (image)
11 x 14 in. (27.94 x 35.56 cm) (mount)",21.59,http://pstrial-2019-12-16.toscrape.com/content/43150.jpg,Not on View,Albumen print,687.33,"Shakespeare's House, the House Place, Stratford-on-Avon, England",http://pstrial-2019-12-16.toscrape.com/item/43150/Shakespeare_s_House_the_House_?back=155,15.56
,insunsh,2009-07-12,20th century,Yattha Charkhab; triple panel wool brocade on wool background; brown ground with multicolored discontinuous supplementary weft design; bound along non-selvedge edges with plaid cloth.,50 x 50 1/4 in. (127 x 127.6 cm),127.6,http://pstrial-2019-12-16.toscrape.com/content/43149.jpg,Not on View,Wool,735.43,Yattha Charkhab,http://pstrial-2019-12-16.toscrape.com/item/43149/Yattha_Charkhab?back=155,127.0
,insunsh,2011-02-11,c. 1600,,10 1/2in. (26.7cm),,http://pstrial-2019-12-16.toscrape.com/content/43088.jpg,Not on View,Gilt bronze,667.04,Vestal figure with Chalice,http://pstrial-2019-12-16.toscrape.com/item/43088/Vestal_figure_with_Chalice?back=155,
Hippolyte Arnoux,insunsh,2008-04-09,19th century,,8 x 10 in. (20.3 x 25.4 cm) (approximate),25.4,http://pstrial-2019-12-16.toscrape.com/content/43064.jpg,Not on View,Albumen print,372.83,Untitled [View of Egypt],http://pstrial-2019-12-16.toscrape.com/item/43064/Untitled_View_of_Egypt_?back=155,20.3
"Christophe-Ferdinand Caron,Sèvres Porcelain Factory",insunsh,2011-05-02,1807-1808,Presented by Emperor Napoleon the First to Prince William of Prussia in 1808; painted with scenes from the Fables of La Fontaine.,1 1/4 x 6 x 6 in. (3.18 x 15.24 x 15.24 cm),,http://pstrial-2019-12-16.toscrape.com/content/44639.jpg,Not on View,"Hardpaste porcelain, gilt",612.06,Saucer from a tea service for twelve,http://pstrial-2019-12-16.toscrape.com/item/44639/Saucer_from_a_tea_service_for_?back=155,
John Francis Murphy,insunsh,2011-01-19,19th century,Landscape. Grove of trees.,14 x 19 in. (35.56 x 48.26 cm) (canvas),48.26,http://pstrial-2019-12-16.toscrape.com/content/44584.jpg,Not on View,Oil on canvas,188.26,After the Storm,http://pstrial-2019-12-16.toscrape.com/item/44584/After_the_Storm?back=155,35.56
,insunsh,2014-04-21,12th-11th century BCE,Green jade with light ochre spots. Termed a 'Chang' or ritual jade.,15 3/4 x 4 5/16 x 1/4 in. (40.01 x 10.95 x 0.64 cm),,http://pstrial-2019-12-16.toscrape.com/content/44147.jpg,G215,Pale greenish-blue nephrite (jade),167.83,Chang Scepter,http://pstrial-2019-12-16.toscrape.com/item/44147/Chang_Scepter?back=155,
,insunsh,2015-02-22,11th century BCE,"The principle surface displays a rectangular field of interlocked T's on a ground of squared spirals framed on three sides by rows of spikes. Scored flanges at the four corners of the vessel are supplemented in the upper belt by additional flanges which thus divide it into eight panels. Antithetical, long-tailed birds flank the short flanges forming the central ridge of a rudimentary t'ao-t'ieh mask. Hanging blades appear on the cylindrical legs, and disfigured dragons in flat relief on the outer surface of the upright handles. Patina green","8 9/16 × 6 5/8 × 5 1/4 in., 6.8 lb. (21.7 × 16.9 × 13.4 cm, 3.1 kg)",,http://pstrial-2019-12-16.toscrape.com/content/43920.jpg,Not on View,Bronze,212.46, food vessel,http://pstrial-2019-12-16.toscrape.com/item/43920/_I_Fangding_I_food_vessel?back=155,
,insunsh,2014-08-21,8th century,"earrings; fish-dragon with floral motif on sides; repousse hollow gold, stamped.",1 1/2 in. (3.81 cm) (diameter),,http://pstrial-2019-12-16.toscrape.com/content/43898.jpg,G208,Gold,262.55,Pair of earrings,http://pstrial-2019-12-16.toscrape.com/item/43898/Pair_of_earrings?back=155,
Ernst Ludwig Kirchner,insunsh,2017-12-01,1910 (altered 1920),"Seated girl. Franzi Fehrmann. German Expressionism. Figure shown nearly full length, filling almost all of the picture space, seated on vivid blue divan dressed in bright red dress with yellow trim and black polka dots on green sleeves. Small nude figure at left a frequent motif in Kirchner's art. Strong color utilized, applied in broad areas with an eye to contrast and balance. Harsh contour lines add a decorative element to the composition. These strong contour lines reveal the influence of the woodcutting technique which Kirchner also practiced to great effect. Composition is simplified and economy of line and form reveal influence of Japanese art and primitive African sculpture. No signature - checked 8-21-96.","31 3/4 x 35 7/8 in. (80.6 x 91.1 cm) (canvas)
40 3/4 x 45 x 2 3/16 in. (103.51 x 114.3 x 5.56 cm) (outer frame)",91.1,http://pstrial-2019-12-16.toscrape.com/content/43807.jpg,G263,Oil on canvas,838.75,Seated Girl (Fränzi Fehrmann),http://pstrial-2019-12-16.toscrape.com/item/43807/Seated_Girl_Fr_nzi_Fehrmann_?back=155,80.6
Simon Vouet,insunsh,2010-08-13,1627,One of a pair of paintings; other is 69.36.1 (angel holding vessel and towel for washing the hands of Pontius Pilate),41 1/16 x 30 15/16 in. (104.3 x 78.58 cm) (canvas),78.58,http://pstrial-2019-12-16.toscrape.com/content/43601.jpg,G313,Oil on canvas,784.21,"Angels with Attributes of the Passion, the Superscription from the Cross",http://pstrial-2019-12-16.toscrape.com/item/43601/Angels_with_Attributes_of_the_?back=155,104.3
Lee Friedlander,insunsh,2015-11-20,1966 (printed 1973),,"6 1/4 x 9 1/2 in. (15.88 x 24.13 cm) (image)
15 5/8 x 20 in. (39.62 x 50.8 cm) (mount)",24.13,http://pstrial-2019-12-16.toscrape.com/content/43478.jpg,Not on View,Gelatin silver print,827.33,"Shadow, New York City",http://pstrial-2019-12-16.toscrape.com/item/43478/Shadow_New_York_City?back=155,15.88
Anders Zorn,insunsh,2010-06-01,c. 1911,,"35 1/2 x 24 in. (90.17 x 60.96 cm) (canvas)
40 1/2 x 29 x 2 in. (102.87 x 73.66 x 5.08 cm) (outer frame)",60.96,http://pstrial-2019-12-16.toscrape.com/content/43473.jpg,G351,Oil on canvas,271.43,The Girl from Älvdalen,http://pstrial-2019-12-16.toscrape.com/item/43473/The_Girl_from_lvdalen?back=155,90.17
Edward Steichen,insunsh,2010-05-12,early 20th century,,"9 9/16 x 7 5/8 in. (24.29 x 19.37 cm) (image)
9 15/16 x 7 15/16 in. (25.24 x 20.16 cm) (sheet)",19.37,http://pstrial-2019-12-16.toscrape.com/content/43458.jpg,Not on View,Gelatin silver print,582.38,Mae West,http://pstrial-2019-12-16.toscrape.com/item/43458/Mae_West?back=155,24.29
Dale Chihuly,insunsh,2012-08-16,1997,,60 x 40 in. (152.4 x 101.6 cm),101.6,http://pstrial-2019-12-16.toscrape.com/content/45372.jpg,Not on View,Acrylic paint on white wove paper,366.54,Minneapolis Workshop Drawing,http://pstrial-2019-12-16.toscrape.com/item/45372/Minneapolis_Workshop_Drawing?back=155,152.4
Stuart D. Klipper,insunsh,2012-01-30,1975,,"4 9/16 x 6 5/8 in. (11.59 x 16.83 cm) (image)
5 x 6 7/8 in. (12.7 x 17.46 cm) (sheet)",16.83,http://pstrial-2019-12-16.toscrape.com/content/45246.jpg,Not on View,Color coupler print,648.6,"Intersection Hennepin Ave., Minneapolis",http://pstrial-2019-12-16.toscrape.com/item/45246/Intersection_Hennepin_Ave_Minn?back=155,11.59
C. Yarnall Abbott,insunsh,2009-04-19,20th century,,8 x 5 9/16 in. (20.32 x 14.1 cm) (image),14.1,http://pstrial-2019-12-16.toscrape.com/content/45195.jpg,Not on View,halftone,331.97,"Illustration for ""Madame Butterfly""",http://pstrial-2019-12-16.toscrape.com/item/45195/Illustration_for_Madame_Butter?back=155,20.32
"Georg Jensen, Copenhagen, Denmark",insunsh,2014-05-01,c. 1960,six half-circles of thick silver wire connected together with candle cup at each of six points,3 5/8 x 11 1/8 x 12 9/16 in. (9.21 x 28.26 x 31.91 cm),,http://pstrial-2019-12-16.toscrape.com/content/45110.jpg,Not on View,Silver,618.11,"Candlestick, one of three",http://pstrial-2019-12-16.toscrape.com/item/45110/Candlestick_one_of_three?back=155,
"Edward Chandler Moore,Louis Comfort Tiffany",insunsh,2017-09-21,c. 1890-1900,"Tiffany dessert fork, from a set of flat silver, hammered sterling silver with gold, copper and bronze ornaments; blade cast by Joseph Rodgers and Sons, London; flora and fauna motif, each piece being individual and distinct",1 x 7 3/8 x 1 in. (2.54 x 18.73 x 2.54 cm),,http://pstrial-2019-12-16.toscrape.com/content/44953.jpg,Not on View,"Sterling silver with gold, copper, and bronze ornament",754.24,"Dessert Fork, from a flatware service",http://pstrial-2019-12-16.toscrape.com/item/44953/Dessert_Fork_from_a_flatware_s?back=155,
Okumura Masanobu,insunsh,2009-04-08,c. 1735,,"12 5/8 x 21 1/4 in. (32 x 54 cm) (image)
51 3/16 x 26 3/16 in. (130 x 66.5 cm) (mount) 72cm W w/roller",54.0,http://pstrial-2019-12-16.toscrape.com/content/44897.jpg,Not on View,"Ink, color, and gofun on paper",164.55,Prostitute and Two Attendants,http://pstrial-2019-12-16.toscrape.com/item/44897/Prostitute_and_Two_Attendants?back=155,32.0
Henri Cartier-Bresson,insunsh,2008-10-06,1948,"backs of four robed people standing on a hill over looking a valley, mountains in the background","15 1/8 x 22 11/16 in. (38.42 x 57.63 cm) (image)
19 7/8 x 23 15/16 in. (50.48 x 60.8 cm) (sheet)",57.63,http://pstrial-2019-12-16.toscrape.com/content/44831.jpg,Not on View,Gelatin silver print,397.75,"Srinagar, Kashmir",http://pstrial-2019-12-16.toscrape.com/item/44831/Srinagar_Kashmir?back=155,38.42
Stuart D. Klipper,insunsh,2008-10-11,1976,,"4 15/16 x 6 13/16 in. (12.54 x 17.3 cm) (image, sheet)",17.3,http://pstrial-2019-12-16.toscrape.com/content/44810.jpg,Not on View,Color coupler print,197.0,"Farm Fest, Crystal Lake, Minnesota",http://pstrial-2019-12-16.toscrape.com/item/44810/Farm_Fest_Crystal_Lake_Minneso?back=155,12.54
"Edward Chandler Moore,Louis Comfort Tiffany",insunsh,2009-05-19,c. 1890-1900,"Tiffany teaspoon, from a set of flat silver, hammered sterling silver with gold, copper and bronze ornaments; blade cast by Joseph Rodgers and Sons, London; flora and fauna motif, each piece being individual and distinct",7/8 x 6 1/8 x 1 1/4 in. (2.22 x 15.56 x 3.18 cm),,http://pstrial-2019-12-16.toscrape.com/content/44752.jpg,Not on View,"Sterling silver with gold, copper, and bronze ornament",380.69,"Teaspoon, from a flatware service",http://pstrial-2019-12-16.toscrape.com/item/44752/Teaspoon_from_a_flatware_servi?back=155,
Stuart D. Klipper,insunsh,2010-04-22,1985,,"12 7/16 x 18 1/8 in. (31.59 x 46.04 cm) (image)
15 15/16 x 19 13/16 in. (40.48 x 50.32 cm) (plate)",46.04,http://pstrial-2019-12-16.toscrape.com/content/44715.jpg,Not on View,Gelatin silver print,816.42,From Emptiness - Ha Negev,http://pstrial-2019-12-16.toscrape.com/item/44715/From_Emptiness_-_Ha_Negev?back=155,31.59
