artist,categories,date_added,dated,description,dimensions,height,image,location,medium,price,title,url,width
,insunsh,2017-01-19,Date Unknown,pink; bright multicolored embroidery in primarily floral motifs; green insets under arms and green hem band; fiber medallion on sleeve on each cuff,53 1/4 x 70 3/4 in. (135.26 x 179.71 cm),179.71,http://pstrial-2019-12-16.toscrape.com/content/30458.jpg,Not on View,"Synthetic fibers, cotton, silk, metallic threads; embroidery",869.47,Tunic,http://pstrial-2019-12-16.toscrape.com/item/30458/Tunic?back=155,135.26
George A. Tice,insunsh,2009-11-29,1971 (printed 1988),"room with black stove with black pipe vented through wall; white-painted walls; cupboards with dark, round knobs; dark wood floor","13 3/8 x 8 7/8 in. (33.97 x 22.54 cm) (image, sheet)
20 x 16 in. (50.8 x 40.64 cm) (mount)",22.54,http://pstrial-2019-12-16.toscrape.com/content/30357.jpg,Not on View,Gelatin silver print,585.96,"Shaker Interior No. 2, Sabbathday Lake, Maine",http://pstrial-2019-12-16.toscrape.com/item/30357/Shaker_Interior_No_2_Sabbathda?back=155,33.97
William Klein,insunsh,2016-03-03,1957,"portrait of a woman with upswept hair, wearing a dark hat with a veil and holding a cigarette in front of her chin; woman exhales a cloud of smoke","13 5/16 x 9 3/8 in. (33.81 x 23.81 cm) (image)
15 15/16 x 12 in. (40.48 x 30.48 cm) (sheet)",23.81,http://pstrial-2019-12-16.toscrape.com/content/30213.jpg,Not on View,Gelatin silver print,345.27,Smoke and Veil,http://pstrial-2019-12-16.toscrape.com/item/30213/Smoke_and_Veil?back=155,33.81
,insunsh,2009-07-23,Date Unknown,"24 woven strips sewn together; yellow with blue linear geometric designs (squares on back) and multicolored striped and patterned blocks; strip near one end, center, woven with ""V.B.M."" in orange with white periods",99 1/2 x 76 in. (252.73 x 193.04 cm),193.04,http://pstrial-2019-12-16.toscrape.com/content/30189.jpg,Not on View,Cotton,213.13,Stripweave cloth,http://pstrial-2019-12-16.toscrape.com/item/30189/Stripweave_cloth?back=155,252.73
Jacques Henri Lartigue,insunsh,2011-06-14,1912,"three men, one in uniform, with a bicycle-driven aircraft; 38 on tail; field has white lines; viewing stands in background","10 1/4 x 15 3/4 in. (26.04 x 40.01 cm) (image)
11 7/8 x 15 13/16 in. (30.16 x 40.16 cm) (sheet)",40.01,http://pstrial-2019-12-16.toscrape.com/content/30027.jpg,Not on View,Gelatin silver print,273.93,"Second Light-Aircraft Competition at the Cycling Track of the Parc des Princes, Paris",http://pstrial-2019-12-16.toscrape.com/item/30027/Second_Light-Aircraft_Competit?back=155,26.04
,insunsh,2008-04-28,c. 1980s,white with groups of three muted red stripes; twisted fringe on both ends; rows of various brocaded geometric designs in pink and purple,98 1/8 x 9 1/4 in. (249.24 x 23.5 cm) (without fringe),23.5,http://pstrial-2019-12-16.toscrape.com/content/30010.jpg,Not on View,Cotton; supplementary weft patterning,715.5,Man's sash,http://pstrial-2019-12-16.toscrape.com/item/30010/Man_s_sash?back=155,249.24
Frank Meadow Sutcliffe,insunsh,2010-01-21,1880,"sailing boats at a dock at right and on shore at left in a city, with buildings in background; sepia toned, mottled brown on back of sheet","9 3/16 x 11 7/16 in. (23.34 x 29.05 cm) (image, sheet)",29.05,http://pstrial-2019-12-16.toscrape.com/content/29988.jpg,Not on View,Gelatin silver print,466.93,"The Dock End, Whitby, England",http://pstrial-2019-12-16.toscrape.com/item/29988/The_Dock_End_Whitby_England?back=155,23.34
David Parker,insunsh,2011-01-04,1993,four boys at bottom of image; four other boys climbing a ladder; boy at bottom of ladder looks at camera and holds a stack of stiffened hides on his head,"11 1/4 x 7 9/16 in. (28.58 x 19.21 cm) (image)
14 x 10 15/16 in. (35.56 x 27.78 cm) (sheet)",19.21,http://pstrial-2019-12-16.toscrape.com/content/29964.jpg,Not on View,Gelatin silver print,693.52,"Leather Workers, Bangladesh",http://pstrial-2019-12-16.toscrape.com/item/29964/Leather_Workers_Bangladesh?back=155,28.58
Linda Connor,insunsh,2016-05-10,1978,meandering stream in rocky landscape with scattered foliage and flowers in URQ,"9 5/8 x 7 5/8 in. (24.45 x 19.37 cm) (image)
10 x 8 in. (25.4 x 20.32 cm) (sheet)",19.37,http://pstrial-2019-12-16.toscrape.com/content/29962.jpg,Not on View,Gelatin silver print,520.89,"Seven Sacred Pools, Maui, Hawaii",http://pstrial-2019-12-16.toscrape.com/item/29962/Seven_Sacred_Pools_Maui_Hawaii?back=155,24.45
George A. Tice,insunsh,2011-04-10,1971 (printed 1984),"pitcher in bowl on stand with closed door to the right; large crack in wall at upper right corner of door (see L2005.262.227 - same image, smaller size)","13 1/4 x 19 7/16 in. (33.66 x 49.37 cm) (image, sheet)
22 x 38 1/16 in. (55.88 x 96.68 cm) (mount)",49.37,http://pstrial-2019-12-16.toscrape.com/content/29951.jpg,Not on View,Gelatin silver print,59.98,"Shaker Interior, Sabbathday Lake, Maine",http://pstrial-2019-12-16.toscrape.com/item/29951/Shaker_Interior_Sabbathday_Lak?back=155,33.66
"Andreas Cellarius,Gerard Valk and Peter Schenk, Amsterdam",insunsh,2015-12-04,1660,Chart 23,17 3/8 x 20 1/4 in. (44.13 x 51.44 cm) (plate),51.44,http://pstrial-2019-12-16.toscrape.com/content/31030.jpg,Not on View,Hand-colored engraving,716.02,"Christian Constellation, Second Hemisphere, plate 23 from Harmonia Macrocosmica",http://pstrial-2019-12-16.toscrape.com/item/31030/Christian_Constellation_Second?back=155,44.13
"Pieter Cramer,Caspar Stoll,C. J. de Huyser",insunsh,2008-12-17,1775-1782,,10 x 8 1/4 in. (25.4 x 20.96 cm) (plate),20.96,http://pstrial-2019-12-16.toscrape.com/content/30884.jpg,Not on View,"Hand-colored mixed intaglio, typography",311.57,Title Frontispiece,http://pstrial-2019-12-16.toscrape.com/item/30884/Title_Frontispiece?back=155,25.4
"George Edwards,George Edwards",insunsh,2009-10-07,1758,birds; plate 260,9 1/4 x 7 3/8 in. (23.5 x 18.73 cm) (plate),18.73,http://pstrial-2019-12-16.toscrape.com/content/30854.jpg,Not on View,Hand-colored engraving,402.18,Small Birds from Surinam,http://pstrial-2019-12-16.toscrape.com/item/30854/Small_Birds_from_Surinam?back=155,23.5
"Frans Hogenberg,Georg Braun,Georg Braun",insunsh,2011-06-26,1572-1618,,12 7/8 x 17 3/4 in. (32.7 x 45.09 cm) (plate),45.09,http://pstrial-2019-12-16.toscrape.com/content/30595.jpg,Not on View,"Engraving, old color",446.13,"Map of Marienberg, Central Europe, from Civitates Orbis Terrarum",http://pstrial-2019-12-16.toscrape.com/item/30595/Map_of_Marienberg_Central_Euro?back=155,32.7
Frank Lloyd Wright,insunsh,2016-08-12,c. 1915,"Wall light fixtures from Frank Lloyd Wright Little House, wood, metal, porcelain, cloth *72.11.31.1-3 (abc each); 1 pkg. of hardware; stored in box",12 1/2 x 15 x 9 in. (31.75 x 38.1 x 22.86 cm),,http://pstrial-2019-12-16.toscrape.com/content/31467.jpg,G300,Wood,123.92,Wall light fixtures from the Little House,http://pstrial-2019-12-16.toscrape.com/item/31467/Wall_light_fixtures_from_the_L?back=155,
Mark Catesby,insunsh,2017-10-16,1731-1743,plate T. 11 (Carolina Parakeet),10 1/8 x 13 3/4 in. (25.72 x 34.93 cm) (sheet),34.93,http://pstrial-2019-12-16.toscrape.com/content/31341.jpg,Not on View,Hand-colored etching,276.81,The Parrot of Carolina,http://pstrial-2019-12-16.toscrape.com/item/31341/The_Parrot_of_Carolina?back=155,25.72
Adriaen Collaert,insunsh,2008-05-15,c. 1600,black and white,4 7/8 x 7 1/4 in. (12.38 x 18.42 cm) (plate),18.42,http://pstrial-2019-12-16.toscrape.com/content/31115.jpg,Not on View,Engraving,720.04,Plate 11,http://pstrial-2019-12-16.toscrape.com/item/31115/Plate_11?back=155,12.38
"George Edwards,George Edwards",insunsh,2010-12-20,1755,birds; plate 261,9 1/4 x 7 1/4 in. (23.5 x 18.42 cm) (plate),18.42,http://pstrial-2019-12-16.toscrape.com/content/31057.jpg,Not on View,Hand-colored engraving,357.19,Small Bird from Surinam,http://pstrial-2019-12-16.toscrape.com/item/31057/Small_Bird_from_Surinam?back=155,23.5
Pieter Cramer,insunsh,2015-12-31,1775-1782,insects,"11 1/2 x 9 in. (29.21 x 22.86 cm) (sheet, margins cut)",22.86,http://pstrial-2019-12-16.toscrape.com/content/31035.jpg,Not on View,Hand-colored mixed intaglio,335.87,Plate XXXVI,http://pstrial-2019-12-16.toscrape.com/item/31035/Plate_XXXVI?back=155,29.21
"Larsen Design Studio,N/E,Jack Lenor Larsen, Inc.",insunsh,2013-05-14,20th century,"plain weave or variation thereof, using a blue and purple warp #14.  See individual pcs for indv info Royal blue & purple warp.Teal & lt. blue wool weft plain weave.  Right selvedge. (royal blue, purple, teal, lt. blue)",overall: 6 1/2 x 6 3/4 in. (16.51 x 17.15 cm),17.15,http://pstrial-2019-12-16.toscrape.com/content/33265.jpg,Not on View,"Wool, linen",268.35,Stoneweave on Malachite Blue-Samples,http://pstrial-2019-12-16.toscrape.com/item/33265/Stoneweave_on_Malachite_Blue-S?back=155,16.51
"N/E,Jack Lenor Larsen, Inc.",insunsh,2008-09-18,20th century,"Red plain & metallic, orange, gold matallic warp. Black & green weft. Right selvedge. ""upholstery yarn dye E154"" written on card face.",overall: 10 3/4 x 6 1/4 in. (27.31 x 15.88 cm),15.88,http://pstrial-2019-12-16.toscrape.com/content/33254.jpg,Not on View,woven fabric,604.82,Upholstery Samples,http://pstrial-2019-12-16.toscrape.com/item/33254/Upholstery_Samples?back=155,27.31
"Larsen Design Studio,Jack Lenor Larsen, Inc.",insunsh,2017-03-01,20th century,"Black warp. Tan & beige weft.  Loose weave. Machine stitched on 2 sides. ""Casement E-6"" printed on outside of mat folder. Larsen info inside",overall: 6 3/4 x 6 1/2 in. (17.15 x 16.51 cm),16.51,http://pstrial-2019-12-16.toscrape.com/content/33133.jpg,Not on View,woven fabric,198.92,Casement Samples,http://pstrial-2019-12-16.toscrape.com/item/33133/Casement_Samples?back=155,17.15
"Larsen Design Studio,Cosentino,Jack Lenor Larsen, Inc.",insunsh,2014-02-19,1980-1981,"Jacquard diamond pattern.  Vert. Rpt. 6""; horiz. Rpt. 6.75"". Tan Crème Fraiche",overall: 18 x 48 1/2 in. (45.72 x 123.19 cm),123.19,http://pstrial-2019-12-16.toscrape.com/content/33079.jpg,Not on View,Cotton,683.55,Casino,http://pstrial-2019-12-16.toscrape.com/item/33079/Casino?back=155,45.72
"Jack Larsen,Jack Lenor Larsen Inc.,Jack Lenor Larsen, Inc.",insunsh,2017-11-16,1953,"Vertical stripes in a variety of threads and colors. Gold, black yarn and metallic ribbon warp. Gold, lt olive, black and silver metallic weft. Stapled inside mat folder. ""H-2"" printed on outside.",overall: 6 x 6 in. (15.24 x 15.24 cm),15.24,http://pstrial-2019-12-16.toscrape.com/content/32923.jpg,Not on View,"Silk, mohair, linen, rayon, metlon (metallic?).  Woven fabric.",826.15,Fantasy,http://pstrial-2019-12-16.toscrape.com/item/32923/Fantasy?back=155,15.24
"Larsen Design Studio,Jack Lenor Larsen, Inc.",insunsh,2017-05-24,1985-1992,Small dots with Vert. wavy lines in random pattern. Salmon & ecru on Lt. Mauve Gold Dust,overall: 52 1/2 x 50 1/2 in. (133.35 x 128.27 cm),128.27,http://pstrial-2019-12-16.toscrape.com/content/32829.jpg,Not on View,silk,701.5,Caretta,http://pstrial-2019-12-16.toscrape.com/item/32829/Caretta?back=155,133.35
"Larsen Design Studio,N/E,Jack Lenor Larsen, Inc.",insunsh,2010-05-29,20th century,"See individual pieces. Black warp and royal blue weft. Selvedge on oth edges.  Plain Weave. On face of card: ""C"" 6.25 (royal blue, black)",overall: 4 x 6 in. (10.16 x 15.24 cm),15.24,http://pstrial-2019-12-16.toscrape.com/content/32824.jpg,Not on View,unknown,788.94,Unspecified Samples,http://pstrial-2019-12-16.toscrape.com/item/32824/Unspecified_Samples?back=155,10.16
"George-Jacques Gatine,after Horace Vernet,Pierre de La Mesangere",insunsh,2016-10-05,c. 1815,Plate 9; Incroyable,14 1/2 x 9 1/2 in. (36.83 x 24.13 cm) (plate),24.13,http://pstrial-2019-12-16.toscrape.com/content/32496.jpg,Not on View,Hand-colored engraving,553.32,"Cravate a Oreilles de, Lievre. Habit Vert Saule Culotte de Casimir.",http://pstrial-2019-12-16.toscrape.com/item/32496/Cravate_a_Oreilles_de_Lievre_H?back=155,36.83
"François Hubert,after Pierre-Joseph Redouté",insunsh,2013-03-31,1787-1788,Plate 37,15 1/2 x 10 3/4 in. (39.37 x 27.31 cm) (plate),27.31,http://pstrial-2019-12-16.toscrape.com/content/34188.jpg,Not on View,Hand-colored engraving,546.62,"Geranium varium, from Geraniologia, seu Erodii, Pelargonii, Monsoniae et Grieli historia iconibus illustrata",http://pstrial-2019-12-16.toscrape.com/item/34188/Geranium_varium_from_Geraniolo?back=155,39.37
Jean-Baptiste Monnoyer,insunsh,2008-02-23,c. 1660,"see: 17,668, different coloring",19 1/4 x 14 3/4 in. (48.9 x 37.47 cm) (plate),37.47,http://pstrial-2019-12-16.toscrape.com/content/34080.jpg,Not on View,Hand-colored engraving,442.99,"Gold and Blue Vase of Lilies, Carnations, etc., from Livres de Plusieurs Vase de Fleurs faicts d'Apres le Naturel",http://pstrial-2019-12-16.toscrape.com/item/34080/Gold_and_Blue_Vase_of_Lilies_C?back=155,48.9
Honoré Daumier,insunsh,2017-09-13,1868,,9 13/16 x 8 1/8 in. (24.92 x 20.64 cm) (sheet),20.64,http://pstrial-2019-12-16.toscrape.com/content/33965.jpg,Not on View,Lithograph,389.25,"Pourquoi donc papa, qu'il ne s'élève pas plus haut? (Actualités), from Le Charivari",http://pstrial-2019-12-16.toscrape.com/item/33965/Pourquoi_donc_papa_qu_il_ne_s_?back=155,24.92
Georg Dionysius Ehret,insunsh,2009-02-18,1748-1759,Tab.II,16 1/2 x 10 3/4 in. (41.91 x 27.31 cm) (plate),27.31,http://pstrial-2019-12-16.toscrape.com/content/33957.jpg,Not on View,Hand-colored mixed intaglio,505.29,Cereus,http://pstrial-2019-12-16.toscrape.com/item/33957/Cereus?back=155,41.91
"Simon Watts,after E. D. Smith,Benjamin Maund,Fenner",insunsh,2011-10-28,1825-1851,Plate 8,7 3/4 x 6 in. (19.69 x 15.24 cm) (sheet),15.24,http://pstrial-2019-12-16.toscrape.com/content/33917.jpg,Not on View,Hand-colored engraving,150.67,"Spiraea laevigata, from The Botanic Garden",http://pstrial-2019-12-16.toscrape.com/item/33917/Spiraea_laevigata_from_The_Bot?back=155,19.69
Honoré Daumier,insunsh,2011-12-26,1842,,10 x 8 in. (25.4 x 20.32 cm) (sheet),20.32,http://pstrial-2019-12-16.toscrape.com/content/33855.jpg,Not on View,Lithograph,196.44,"Les Filets de Vulcain. (Histoirie Ancienne), from Le Charivari",http://pstrial-2019-12-16.toscrape.com/item/33855/Les_Filets_de_Vulcain_Histoiri?back=155,25.4
Pierandrea Mattioli,insunsh,2014-06-22,1544-1585,Double-sided-- 2 prints in all,12 1/2 x 6 5/8 in. (31.75 x 16.83 cm) (image),16.83,http://pstrial-2019-12-16.toscrape.com/content/33655.jpg,Not on View,Woodcut illustration,118.97,"Pfaffenrorle, from Commentarii in Sex Libros Pedacii Dioscoridis",http://pstrial-2019-12-16.toscrape.com/item/33655/Pfaffenrorle_from_Commentarii_?back=155,31.75
"George Cooke,George Cooke",insunsh,2014-10-21,1817-1833,Plate 77,6 3/4 x 4 3/8 in. (17.15 x 11.11 cm) (plate),11.11,http://pstrial-2019-12-16.toscrape.com/content/33594.jpg,Not on View,Hand-colored engraving,259.2,"Potentilla aurea, from The Botanical Cabinet",http://pstrial-2019-12-16.toscrape.com/item/33594/Potentilla_aurea_from_The_Bota?back=155,17.15
Leonhard Fuchs,insunsh,2012-11-16,1543,Plate CCCCLXXXVII,12 1/4 x 7 1/2 in. (31.12 x 19.05 cm) (image),19.05,http://pstrial-2019-12-16.toscrape.com/content/33555.jpg,Not on View,Color woodcut,775.01,Schwartz Wullkraut,http://pstrial-2019-12-16.toscrape.com/item/33555/Schwartz_Wullkraut?back=155,31.12
"N/E,Jack Lenor Larsen, Inc.",insunsh,2013-10-13,20th century,"Beige warp.  Beige weft  with occasional metallic silver weft. Thick & thin warp & weft form block pattern. Both selvedges.  ""D-87"" written on card face.",overall: 1 x 6 in. (2.54 x 15.24 cm),15.24,http://pstrial-2019-12-16.toscrape.com/content/33441.jpg,Not on View,woven fabric with some metallic,669.77,Small Airline Fabric Samples,http://pstrial-2019-12-16.toscrape.com/item/33441/Small_Airline_Fabric_Samples?back=155,2.54
Josefina Aguilar,insunsh,2017-10-31,20th century,"brown with green, pink and yellow shell",2 3/8 x 3 3/8 x 4 3/16 in. (6.0 x 8.6 x 10.6 cm),,http://pstrial-2019-12-16.toscrape.com/content/34722.jpg,Not on View,"Ceramic, pigment",369.67,Turtle,http://pstrial-2019-12-16.toscrape.com/item/34722/Turtle?back=155,
attributed to Minton's Pottery and Porcelain Factory,insunsh,2010-12-06,c. 1830,decorated with English views taken from paintings of English historical scenes; light blue transfers picture different scenes with the name of the scene on the reverse side; sometimes the wrong name identifies the picture; two pieces do not have names; large tureen cover pictures a windmill and fishermen; butter boat displays a small building,7/8 x 3 11/16 in. (2.2 x 9.37 cm),9.37,http://pstrial-2019-12-16.toscrape.com/content/34634.jpg,Not on View,Earthenware with transfer printed design,251.59,"Soup Plate, from a Child's Dinner Set",http://pstrial-2019-12-16.toscrape.com/item/34634/Soup_Plate_from_a_Child_s_Dinn?back=155,2.2
,insunsh,2016-10-13,c. 600,ceramic standing figure with horses head wearing a cloak; reddish brown clay; traces of brown pigment,7 5/8 x 2 1/2 x 2 1/8in. (19.4 x 6.4 x 5.4cm),,http://pstrial-2019-12-16.toscrape.com/content/34596.jpg,Not on View,Polychromed earthenware,713.67,Tomb Figure,http://pstrial-2019-12-16.toscrape.com/item/34596/Tomb_Figure?back=155,
,insunsh,2009-05-20,c. 1860,green and white mottled jade,5 1/8 x 3 1/2 x 1 1/2in. (13 x 8.9 x 3.8cm),,http://pstrial-2019-12-16.toscrape.com/content/34592.jpg,Not on View,Jade,773.48,"Stork, one of a pair",http://pstrial-2019-12-16.toscrape.com/item/34592/Stork_one_of_a_pair?back=155,
,insunsh,2015-01-10,c. 1810-1830,circular fluted front legs; scrolled upper back splat; arms fluted and curl under in front; caned seat panel which removes,33 x 22 1/4 x 23 1/2in. (83.8 x 56.5 x 59.7cm),,http://pstrial-2019-12-16.toscrape.com/content/34574.jpg,G209,"Rosewood, cane",88.14,"Armchair, one of a pair",http://pstrial-2019-12-16.toscrape.com/item/34574/Armchair_one_of_a_pair?back=155,
Honoré Daumier,insunsh,2014-10-08,1864,,11 9/16 x 10 1/4 in. (29.37 x 26.04 cm) (sheet),26.04,http://pstrial-2019-12-16.toscrape.com/content/34489.jpg,Not on View,Lithograph,490.52,"Je crois vous avoir suffisamment prouvé. . . (Les Moments Difficiles de la Vie), from Le Charivari",http://pstrial-2019-12-16.toscrape.com/item/34489/Je_crois_vous_avoir_suffisamme?back=155,29.37
Honoré Daumier,insunsh,2017-07-28,1865,,9 x 8 5/16 in. (22.86 x 21.11 cm) (sheet),21.11,http://pstrial-2019-12-16.toscrape.com/content/34460.jpg,Not on View,Lithograph,82.61,"Une plaisanterie dont ne se lasse. . . (Croquis d'Ete), from Le Charivari",http://pstrial-2019-12-16.toscrape.com/item/34460/Une_plaisanterie_dont_ne_se_la?back=155,22.86
"John Sebastian Miller,John Sebastian Miller",insunsh,2017-07-15,1777,"See P.17,966. Same print, h.c. engraving.",17 3/8 x 11 3/4 in. (44.13 x 29.85 cm) (plate),29.85,http://pstrial-2019-12-16.toscrape.com/content/34408.jpg,Not on View,"Outine drawing, black and white",662.88,"Cassis XII. Ordo I. Icosandria Monogynia. Punica, from An Illustration of the Sexual System of Linnaeus",http://pstrial-2019-12-16.toscrape.com/item/34408/Cassis_XII_Ordo_I_Icosandria_M?back=155,44.13
John Edwards,insunsh,2012-07-25,"June 24, 1793",,13 x 10 in. (33.02 x 25.4 cm) (plate),25.4,http://pstrial-2019-12-16.toscrape.com/content/34240.jpg,Not on View,"Hand-colored etching, printed in pale ink",139.62,"Dwarf Double Poppy, No. 63?",http://pstrial-2019-12-16.toscrape.com/item/34240/Dwarf_Double_Poppy_No_63_?back=155,33.02
"Conrad Loddiges,George Cooke",insunsh,2015-10-14,1817-1833,Plate 752,8 x 6 1/4 in. (20.32 x 15.88 cm) (plate),15.88,http://pstrial-2019-12-16.toscrape.com/content/34198.jpg,Not on View,Hand-colored engraving,765.53,"Carolinea alba, from The Botanical Cabinet",http://pstrial-2019-12-16.toscrape.com/item/34198/Carolinea_alba_from_The_Botani?back=155,20.32
,insunsh,2009-08-15,19th century,apple green glazed crackleware; Christie's S. K. Lot 387,16 x 9 5/8 in. (40.6 x 24.45 cm),24.45,http://pstrial-2019-12-16.toscrape.com/content/35073.jpg,Not on View,Porcelain,227.13,Vase,http://pstrial-2019-12-16.toscrape.com/item/35073/Vase?back=155,40.6
,insunsh,2017-09-06,1900-2000,"square finial, each corner trimmed off creating a 14-sided shape; circle and dotted line cross design at larger sides; trimmed corners, horizontal line design; triple line cross with double circle and row of circles in opposite quadrants on top; double band below finial",3 11/16 x 7/8 in. (9.4 x 2.22 cm),2.22,http://pstrial-2019-12-16.toscrape.com/content/35067.jpg,Not on View,Bronze,324.95,Hairpin,http://pstrial-2019-12-16.toscrape.com/item/35067/Hairpin?back=155,9.4
Gilles Peress,insunsh,2014-04-10,1993,woman lying down with hands folded on stomach,"9 3/16 x 13 1/4 in. (23.34 x 33.66 cm) (image)
10 7/8 x 13 7/8 in. (27.62 x 35.24 cm) (sheet)",33.66,http://pstrial-2019-12-16.toscrape.com/content/34979.jpg,Not on View,Gelatin silver print,547.45,Bosnia,http://pstrial-2019-12-16.toscrape.com/item/34979/Bosnia?back=155,23.34
,insunsh,2015-08-20,c. 1880,man with bag slung over his shoulder and two playful boys on bamboo pole,3 1/4 x 3 1/2 x 1 5/16 in. (8.26 x 8.89 x 3.33 cm),,http://pstrial-2019-12-16.toscrape.com/content/34978.jpg,Not on View,Ivory,120.74,Okimono,http://pstrial-2019-12-16.toscrape.com/item/34978/Okimono?back=155,
,insunsh,2016-08-17,c. 700,ceramic standing royal female attendant with top knot; green and brown glaze,11 x 9 x 3 3/8in. (27.9 x 22.9 x 8.5cm),,http://pstrial-2019-12-16.toscrape.com/content/34885.jpg,Not on View,Polychromed earthenware,302.13,Woman on Horseback,http://pstrial-2019-12-16.toscrape.com/item/34885/Woman_on_Horseback?back=155,
Keith W. Laumb,insunsh,2009-04-26,1978,,"12 x 17 15/16 in. (30.48 x 45.56 cm) (image)
16 x 19 15/16 in. (40.64 x 50.64 cm) (sheet)",45.56,http://pstrial-2019-12-16.toscrape.com/content/34870.jpg,Not on View,Gelatin silver print,556.02,Venice,http://pstrial-2019-12-16.toscrape.com/item/34870/Venice?back=155,30.48
Henderson Ames Co.,insunsh,2009-12-06,19th century,"red with black section on back; eye above three circles on back; gold and gray ribbon near bottom, at waist, and near edges of sleeves; six brass buttons down front, center; gold ribbon sewn in pointed shapes above gold and gray ribbon at bottom and edges of sleeves",40 1/2 x 60 in. (102.9 x 152.4 cm),152.4,http://pstrial-2019-12-16.toscrape.com/content/34837.jpg,Not on View,"Velvet, silk, metalic thread",587.04,"Odd Fellows Cloak, 'David as Prince'",http://pstrial-2019-12-16.toscrape.com/item/34837/Odd_Fellows_Cloak_David_as_Pri?back=155,102.9
"Clarence Kennedy,Smith College",insunsh,2010-11-02,c. 1929,rosette with hightly veined petals inside two decorative square borders; mounted on stiff paper,"6 1/2 x 6 7/16 in. (16.51 x 16.35 cm) (image)
19 1/2 x 12 in. (49.53 x 30.48 cm) (mount)",16.35,http://pstrial-2019-12-16.toscrape.com/content/34785.jpg,Not on View,Gelatin silver print,290.23,"Decorative Sculpture on the Facade of Santa Maria Novella, one of the Panels from the Soffit of the Arch Above the Doorway, Florence",http://pstrial-2019-12-16.toscrape.com/item/34785/Decorative_Sculpture_on_the_Fa?back=155,16.51
Gilles Peress,insunsh,2011-04-02,1993,boy with raised leg holding toy gun and wearing cardboard bullet proof vest,"9 5/16 x 13 1/4 in. (23.65 x 33.66 cm) (image)
10 13/16 x 13 7/8 in. (27.46 x 35.24 cm) (sheet)",33.66,http://pstrial-2019-12-16.toscrape.com/content/34734.jpg,Not on View,Gelatin silver print,65.57,Bosnia,http://pstrial-2019-12-16.toscrape.com/item/34734/Bosnia?back=155,23.65
Arthur Tress,insunsh,2014-11-09,1971,hand between seat cushions,"14 15/16 x 15 in. (37.94 x 38.1 cm) (image)
19 7/8 x 16 in. (50.48 x 40.64 cm) (sheet)",38.1,http://pstrial-2019-12-16.toscrape.com/content/34728.jpg,Not on View,Gelatin silver print (printed 1995),505.31,"Hand in Train, Staten Island",http://pstrial-2019-12-16.toscrape.com/item/34728/Hand_in_Train_Staten_Island?back=155,37.94
Jack R. Slentz,insunsh,2016-01-23,1998,round doughnut-shaped element with irregular curved ribbed texture on wide outer edge and smooth at inner edge around center opening; dark to medium tones; dark organic form base,16 1/4 × 13 9/16 × 4 1/8 in. (41.28 × 34.45 × 10.48 cm),,http://pstrial-2019-12-16.toscrape.com/content/35901.jpg,Not on View,Cocobolo,608.71,Eye of God #5,http://pstrial-2019-12-16.toscrape.com/item/35901/Eye_of_God_5?back=155,
Annie Leibovitz,insunsh,2015-10-12,1993,"nude black man seen from back leaping, with PL knee and PL arm raised, back twisted and fingers splayed; wheeled white backdrop behind man; parts of buildings and structures (beams, cylindrical elements, walls, skylights) to right and in ULC","13 × 13 in. (33.02 × 33.02 cm) (image)
15 5/8 × 19 1/16 in. (39.69 × 48.42 cm) (sight)
25 3/16 × 27 13/16 × 1 7/16 in. (63.98 × 70.64 × 3.65 cm) (outer frame)",,http://pstrial-2019-12-16.toscrape.com/content/35875.jpg,Not on View,Gelatin silver print,314.05,Bill T. Jones,http://pstrial-2019-12-16.toscrape.com/item/35875/Bill_T_Jones?back=155,
Eve Sonneman,insunsh,2016-05-29,1967,"display of molded plaster figures and busts with prices; small busts of composers in foreground, with their signatures molded into the front of each base; plaster figure of kneeling young woman at left; three troll-like abstracted darker figures at center right, two playing guitars and a seated woman; two plaster Chinese horses in background, ULQ; Ionic column behind figure of kneeling young woman","7 7/16 × 9 1/2 in. (18.89 × 24.13 cm) (image, sheet)
20 × 14 7/8 in. (50.8 × 37.78 cm) (mount)",,http://pstrial-2019-12-16.toscrape.com/content/35809.jpg,Not on View,Gelatin silver print,380.18,Los Angeles,http://pstrial-2019-12-16.toscrape.com/item/35809/Los_Angeles?back=155,
,insunsh,2015-09-13,Date Unknown,"small golden brown rounded gourd on white leather covered handle; beaded sections with repeating patterns in multicolored beads (predominately light blue) above and below gourd, at bottom of handle and at top of tassel at bottom of rattle; twisted white leather tassel at bottom, attached to handle with metal eye; red dyed horsehair (?) brushlike element at top",24 1/2 × 2 13/16 × 2 13/16 in. (62.23 × 7.14 × 7.14 cm),,http://pstrial-2019-12-16.toscrape.com/content/35773.jpg,Not on View,"Gourd, beads, leather, wood, horsehair (?), metal",636.86,Rattle,http://pstrial-2019-12-16.toscrape.com/item/35773/Rattle?back=155,
